"Label","Qualified API Name","Developer Name","Data Type","Description","Label"
"Record ID","Id","TTS_Protection_Family","Lookup()","","Protection Family"
"Owner","OwnerId","TTS_Protection_Family","Lookup(User,Group)","","Protection Family"
"Deleted","IsDeleted","TTS_Protection_Family","Checkbox","","Protection Family"
"Protection Family ID","Name","TTS_Protection_Family","Auto Number","","Protection Family"
"Created Date","CreatedDate","TTS_Protection_Family","Date/Time","","Protection Family"
"Created By","CreatedById","TTS_Protection_Family","Lookup(User)","","Protection Family"
"Last Modified Date","LastModifiedDate","TTS_Protection_Family","Date/Time","","Protection Family"
"Last Modified By","LastModifiedById","TTS_Protection_Family","Lookup(User)","","Protection Family"
"System Modstamp","SystemModstamp","TTS_Protection_Family","Date/Time","","Protection Family"
"Last Activity Date","LastActivityDate","TTS_Protection_Family","Date","","Protection Family"
"Last Viewed Date","LastViewedDate","TTS_Protection_Family","Date/Time","","Protection Family"
"Last Referenced Date","LastReferencedDate","TTS_Protection_Family","Date/Time","","Protection Family"
"Object Access Level","UserRecordAccessId","TTS_Protection_Family","Lookup(User Record Access)","","Protection Family"
"Additional notes","Additional_notes__c","TTS_Protection_Family","Long Text Area(32768)","","Protection Family"
"Earliest Priority Date","Earliest_Priority_Date__c","TTS_Protection_Family","Date","","Protection Family"
"Name/Reference","Name_Reference__c","TTS_Protection_Family","Text(200)","","Protection Family"
"Technology","Technology__c","TTS_Protection_Family","Lookup(Technology)","","Protection Family"
"Record ID","Id","TTS_Protection_Litigation","Lookup()","","Protection Litigation"
"Deleted","IsDeleted","TTS_Protection_Litigation","Checkbox","","Protection Litigation"
"Litigation ID","Name","TTS_Protection_Litigation","Auto Number","","Protection Litigation"
"Created Date","CreatedDate","TTS_Protection_Litigation","Date/Time","","Protection Litigation"
"Created By","CreatedById","TTS_Protection_Litigation","Lookup(User)","","Protection Litigation"
"Last Modified Date","LastModifiedDate","TTS_Protection_Litigation","Date/Time","","Protection Litigation"
"Last Modified By","LastModifiedById","TTS_Protection_Litigation","Lookup(User)","","Protection Litigation"
"System Modstamp","SystemModstamp","TTS_Protection_Litigation","Date/Time","","Protection Litigation"
"Last Activity Date","LastActivityDate","TTS_Protection_Litigation","Date","","Protection Litigation"
"Last Viewed Date","LastViewedDate","TTS_Protection_Litigation","Date/Time","","Protection Litigation"
"Last Referenced Date","LastReferencedDate","TTS_Protection_Litigation","Date/Time","","Protection Litigation"
"Object Access Level","UserRecordAccessId","TTS_Protection_Litigation","Lookup(User Record Access)","","Protection Litigation"
"Protection","Protection__c","TTS_Protection_Litigation","Master-Detail(Protection)","","Protection Litigation"
"Appeal Status","Appeal_Status__c","TTS_Protection_Litigation","Picklist","","Protection Litigation"
"Plaintiff","Applicant__c","TTS_Protection_Litigation","Lookup(Applicant)","","Protection Litigation"
"Case Number/Reference","Case_Number_Reference__c","TTS_Protection_Litigation","Text(100)","","Protection Litigation"
"Case Outcome","Case_Outcome__c","TTS_Protection_Litigation","Picklist","","Protection Litigation"
"Court","Court__c","TTS_Protection_Litigation","Text(244)","","Protection Litigation"
"Damages Awarded","Damages_Awarded__c","TTS_Protection_Litigation","Currency(16, 2)","","Protection Litigation"
"Damages Sought","Damages_Sought__c","TTS_Protection_Litigation","Currency(16, 2)","","Protection Litigation"
"Defendant","Defendant__c","TTS_Protection_Litigation","Text(244)","","Protection Litigation"
"Filing Date","Filing_Date__c","TTS_Protection_Litigation","Date","","Protection Litigation"
"Plaintiff","Plaintiff__c","TTS_Protection_Litigation","Text(244)","","Protection Litigation"
"Settlement Amount","Settlement_Amount__c","TTS_Protection_Litigation","Currency(16, 2)","","Protection Litigation"
"Settlement Date","Settlement_Date__c","TTS_Protection_Litigation","Date","","Protection Litigation"
"Status","Status__c","TTS_Protection_Litigation","Picklist","","Protection Litigation"
"Type","Type__c","TTS_Protection_Litigation","Picklist","","Protection Litigation"
"Record ID","Id","TTS_Recipient","Lookup()","","Recipient"
"Deleted","IsDeleted","TTS_Recipient","Checkbox","","Recipient"
"Recipient ID","Name","TTS_Recipient","Auto Number","","Recipient"
"Created Date","CreatedDate","TTS_Recipient","Date/Time","","Recipient"
"Created By","CreatedById","TTS_Recipient","Lookup(User)","","Recipient"
"Last Modified Date","LastModifiedDate","TTS_Recipient","Date/Time","","Recipient"
"Last Modified By","LastModifiedById","TTS_Recipient","Lookup(User)","","Recipient"
"System Modstamp","SystemModstamp","TTS_Recipient","Date/Time","","Recipient"
"Last Activity Date","LastActivityDate","TTS_Recipient","Date","","Recipient"
"Last Viewed Date","LastViewedDate","TTS_Recipient","Date/Time","","Recipient"
"Last Referenced Date","LastReferencedDate","TTS_Recipient","Date/Time","","Recipient"
"Object Access Level","UserRecordAccessId","TTS_Recipient","Lookup(User Record Access)","","Recipient"
"Transaction","IP_Transaction__c","TTS_Recipient","Master-Detail(Transaction)","","Recipient"
"Amount","Amount__c","TTS_Recipient","Currency(16, 2)","","Recipient"
"Account","IP_Recipient_Account__c","TTS_Recipient","Lookup(Account)","","Recipient"
"Comments","IP_Recipient_Comments__c","TTS_Recipient","Long Text Area(32768)","","Recipient"
"Contact","IP_Recipient_Contact__c","TTS_Recipient","Lookup(Contact)","","Recipient"
"Payment Date/Time","IP_Recipient_Payment_Date_Time__c","TTS_Recipient","Date/Time","","Recipient"
"Payment Reference","IP_Recipient_Payment_Reference__c","TTS_Recipient","Text(50)  (External ID)","","Recipient"
"Custom Object Share ID","Id","TTS_Agreement__Share","Lookup()","","Share: Agreement"
"Parent","ParentId","TTS_Agreement__Share","Lookup(Agreement)","","Share: Agreement"
"User/Group","UserOrGroupId","TTS_Agreement__Share","Lookup(User,Group)","","Share: Agreement"
"Custom Object Access","AccessLevel","TTS_Agreement__Share","Picklist","","Share: Agreement"
"Row Cause","RowCause","TTS_Agreement__Share","Picklist(Apex Sharing Reason)","","Share: Agreement"
"Last Modified Date","LastModifiedDate","TTS_Agreement__Share","Date/Time","","Share: Agreement"
"Last Modified By","LastModifiedById","TTS_Agreement__Share","Lookup(User)","","Share: Agreement"
"Deleted","IsDeleted","TTS_Agreement__Share","Checkbox","","Share: Agreement"
"Custom Object Share ID","Id","TTS_Disclosure__Share","Lookup()","","Share: Disclosure"
"Parent","ParentId","TTS_Disclosure__Share","Lookup(Disclosure)","","Share: Disclosure"
"User/Group","UserOrGroupId","TTS_Disclosure__Share","Lookup(User,Group)","","Share: Disclosure"
"Custom Object Access","AccessLevel","TTS_Disclosure__Share","Picklist","","Share: Disclosure"
"Row Cause","RowCause","TTS_Disclosure__Share","Picklist(Apex Sharing Reason)","","Share: Disclosure"
"Last Modified Date","LastModifiedDate","TTS_Disclosure__Share","Date/Time","","Share: Disclosure"
"Last Modified By","LastModifiedById","TTS_Disclosure__Share","Lookup(User)","","Share: Disclosure"
"Deleted","IsDeleted","TTS_Disclosure__Share","Checkbox","","Share: Disclosure"
"Custom Object Share ID","Id","TTS_Mentoring_Opportunity__Share","Lookup()","","Share: Mentoring Opportunity"
"Parent","ParentId","TTS_Mentoring_Opportunity__Share","Lookup(Mentoring Opportunity)","","Share: Mentoring Opportunity"
"User/Group","UserOrGroupId","TTS_Mentoring_Opportunity__Share","Lookup(User,Group)","","Share: Mentoring Opportunity"
"Custom Object Access","AccessLevel","TTS_Mentoring_Opportunity__Share","Picklist","","Share: Mentoring Opportunity"
"Row Cause","RowCause","TTS_Mentoring_Opportunity__Share","Picklist(Apex Sharing Reason)","","Share: Mentoring Opportunity"
"Last Modified Date","LastModifiedDate","TTS_Mentoring_Opportunity__Share","Date/Time","","Share: Mentoring Opportunity"
"Last Modified By","LastModifiedById","TTS_Mentoring_Opportunity__Share","Lookup(User)","","Share: Mentoring Opportunity"
"Deleted","IsDeleted","TTS_Mentoring_Opportunity__Share","Checkbox","","Share: Mentoring Opportunity"
"Custom Object Share ID","Id","TTS_Protection__Share","Lookup()","","Share: Protection"
"Parent","ParentId","TTS_Protection__Share","Lookup(Protection)","","Share: Protection"
"User/Group","UserOrGroupId","TTS_Protection__Share","Lookup(User,Group)","","Share: Protection"
"Custom Object Access","AccessLevel","TTS_Protection__Share","Picklist","","Share: Protection"
"Row Cause","RowCause","TTS_Protection__Share","Picklist(Apex Sharing Reason)","","Share: Protection"
"Last Modified Date","LastModifiedDate","TTS_Protection__Share","Date/Time","","Share: Protection"
"Last Modified By","LastModifiedById","TTS_Protection__Share","Lookup(User)","","Share: Protection"
"Deleted","IsDeleted","TTS_Protection__Share","Checkbox","","Share: Protection"
"Custom Object Share ID","Id","TTS_Protection_Family__Share","Lookup()","","Share: Protection Family"
"Parent","ParentId","TTS_Protection_Family__Share","Lookup(Protection Family)","","Share: Protection Family"
"User/Group","UserOrGroupId","TTS_Protection_Family__Share","Lookup(User,Group)","","Share: Protection Family"
"Custom Object Access","AccessLevel","TTS_Protection_Family__Share","Picklist","","Share: Protection Family"
"Row Cause","RowCause","TTS_Protection_Family__Share","Picklist(Apex Sharing Reason)","","Share: Protection Family"
"Last Modified Date","LastModifiedDate","TTS_Protection_Family__Share","Date/Time","","Share: Protection Family"
"Last Modified By","LastModifiedById","TTS_Protection_Family__Share","Lookup(User)","","Share: Protection Family"
"Deleted","IsDeleted","TTS_Protection_Family__Share","Checkbox","","Share: Protection Family"
"Custom Object Share ID","Id","TTS_Space__Share","Lookup()","","Share: Space"
"Parent","ParentId","TTS_Space__Share","Lookup(Space)","","Share: Space"
"User/Group","UserOrGroupId","TTS_Space__Share","Lookup(User,Group)","","Share: Space"
"Custom Object Access","AccessLevel","TTS_Space__Share","Picklist","","Share: Space"
"Row Cause","RowCause","TTS_Space__Share","Picklist(Apex Sharing Reason)","","Share: Space"
"Last Modified Date","LastModifiedDate","TTS_Space__Share","Date/Time","","Share: Space"
"Last Modified By","LastModifiedById","TTS_Space__Share","Lookup(User)","","Share: Space"
"Deleted","IsDeleted","TTS_Space__Share","Checkbox","","Share: Space"
"Custom Object Share ID","Id","TTS_Trademark_Classes__Share","Lookup()","","Share: Trademark Class"
"Parent","ParentId","TTS_Trademark_Classes__Share","Lookup(Trademark Class)","","Share: Trademark Class"
"User/Group","UserOrGroupId","TTS_Trademark_Classes__Share","Lookup(User,Group)","","Share: Trademark Class"
"Custom Object Access","AccessLevel","TTS_Trademark_Classes__Share","Picklist","","Share: Trademark Class"
"Row Cause","RowCause","TTS_Trademark_Classes__Share","Picklist(Apex Sharing Reason)","","Share: Trademark Class"
"Last Modified Date","LastModifiedDate","TTS_Trademark_Classes__Share","Date/Time","","Share: Trademark Class"
"Last Modified By","LastModifiedById","TTS_Trademark_Classes__Share","Lookup(User)","","Share: Trademark Class"
"Deleted","IsDeleted","TTS_Trademark_Classes__Share","Checkbox","","Share: Trademark Class"
"Record ID","Id","TTS_Space","Lookup()","","Space"
"Owner","OwnerId","TTS_Space","Lookup(User,Group)","","Space"
"Deleted","IsDeleted","TTS_Space","Checkbox","","Space"
"Space ID","Name","TTS_Space","Auto Number","","Space"
"Created Date","CreatedDate","TTS_Space","Date/Time","","Space"
"Created By","CreatedById","TTS_Space","Lookup(User)","","Space"
"Last Modified Date","LastModifiedDate","TTS_Space","Date/Time","","Space"
"Last Modified By","LastModifiedById","TTS_Space","Lookup(User)","","Space"
"System Modstamp","SystemModstamp","TTS_Space","Date/Time","","Space"
"Last Activity Date","LastActivityDate","TTS_Space","Date","","Space"
"Last Viewed Date","LastViewedDate","TTS_Space","Date/Time","","Space"
"Last Referenced Date","LastReferencedDate","TTS_Space","Date/Time","","Space"
"Object Access Level","UserRecordAccessId","TTS_Space","Lookup(User Record Access)","","Space"
"Address","Address__c","TTS_Space","Long Text Area(32768)","","Space"
"Next Available Date","Next_Available_Date__c","TTS_Space","Date","","Space"
"Parent Space","Parent_Space__c","TTS_Space","Lookup(Space)","","Space"
"Space Description","Space_Description__c","TTS_Space","Long Text Area(32768)","","Space"
"Space Reference","Space_Reference__c","TTS_Space","Text(200)  (External ID)","","Space"
"Status","Status__c","TTS_Space","Picklist","","Space"
"Total Capacity","Total_Capacity__c","TTS_Space","Number(18, 0)","","Space"
"Type","Type__c","TTS_Space","Picklist","","Space"
"Total Occupants","Total_Occupants__c","TTS_Space","Roll-Up Summary (COUNT Space Tenant)","","Space"
"Total Tenants","Total_Tenants__c","TTS_Space","Roll-Up Summary (SUM Space Tenant)","","Space"
"Record ID","Id","TTS_Space_Asset","Lookup()","","Space Asset"
"Deleted","IsDeleted","TTS_Space_Asset","Checkbox","","Space Asset"
"Space Asset ID","Name","TTS_Space_Asset","Auto Number","","Space Asset"
"Created Date","CreatedDate","TTS_Space_Asset","Date/Time","","Space Asset"
"Created By","CreatedById","TTS_Space_Asset","Lookup(User)","","Space Asset"
"Last Modified Date","LastModifiedDate","TTS_Space_Asset","Date/Time","","Space Asset"
"Last Modified By","LastModifiedById","TTS_Space_Asset","Lookup(User)","","Space Asset"
"System Modstamp","SystemModstamp","TTS_Space_Asset","Date/Time","","Space Asset"
"Last Activity Date","LastActivityDate","TTS_Space_Asset","Date","","Space Asset"
"Last Viewed Date","LastViewedDate","TTS_Space_Asset","Date/Time","","Space Asset"
"Last Referenced Date","LastReferencedDate","TTS_Space_Asset","Date/Time","","Space Asset"
"Object Access Level","UserRecordAccessId","TTS_Space_Asset","Lookup(User Record Access)","","Space Asset"
"Space","Space__c","TTS_Space_Asset","Master-Detail(Space)","","Space Asset"
"Description","Description__c","TTS_Space_Asset","Long Text Area(32768)","","Space Asset"
"Estimated Value","Estimated_Value__c","TTS_Space_Asset","Currency(16, 2)","","Space Asset"
"Internal Asset Reference","Internal_Asset_Reference__c","TTS_Space_Asset","Text(200)  (External ID)","","Space Asset"
"Name","Name__c","TTS_Space_Asset","Text(200)","","Space Asset"
"Purchase Date","Purchase_Date__c","TTS_Space_Asset","Date","","Space Asset"
"Status","Status__c","TTS_Space_Asset","Picklist","","Space Asset"
"Record ID","Id","TTS_Space_Tenant","Lookup()","","Space Tenant"
"Deleted","IsDeleted","TTS_Space_Tenant","Checkbox","","Space Tenant"
"Space Tenant ID","Name","TTS_Space_Tenant","Auto Number","","Space Tenant"
"Created Date","CreatedDate","TTS_Space_Tenant","Date/Time","","Space Tenant"
"Created By","CreatedById","TTS_Space_Tenant","Lookup(User)","","Space Tenant"
"Last Modified Date","LastModifiedDate","TTS_Space_Tenant","Date/Time","","Space Tenant"
"Last Modified By","LastModifiedById","TTS_Space_Tenant","Lookup(User)","","Space Tenant"
"System Modstamp","SystemModstamp","TTS_Space_Tenant","Date/Time","","Space Tenant"
"Last Activity Date","LastActivityDate","TTS_Space_Tenant","Date","","Space Tenant"
"Last Viewed Date","LastViewedDate","TTS_Space_Tenant","Date/Time","","Space Tenant"
"Last Referenced Date","LastReferencedDate","TTS_Space_Tenant","Date/Time","","Space Tenant"
"Object Access Level","UserRecordAccessId","TTS_Space_Tenant","Lookup(User Record Access)","","Space Tenant"
"Space","Space__c","TTS_Space_Tenant","Master-Detail(Space)","","Space Tenant"
"Account","Account__c","TTS_Space_Tenant","Lookup(Account)","","Space Tenant"
"Contact","Contact__c","TTS_Space_Tenant","Lookup(Contact)","","Space Tenant"
"End Date","End_Date__c","TTS_Space_Tenant","Date","","Space Tenant"
"Start Date","Start_Date__c","TTS_Space_Tenant","Date","","Space Tenant"
"Type","Type__c","TTS_Space_Tenant","Picklist","","Space Tenant"
"Total Active Contacts","Total_Active_Contacts__c","TTS_Space_Tenant","Roll-Up Summary (COUNT Tenant Contact)","","Space Tenant"
"Total Contacts","Total_Contacts__c","TTS_Space_Tenant","Roll-Up Summary (COUNT Tenant Contact)","","Space Tenant"
"Current Tenant","Current_Tenant__c","TTS_Space_Tenant","Formula (Checkbox)","","Space Tenant"
"Tenant Name","Tenant_Name__c","TTS_Space_Tenant","Formula (Text)","Displays the name of the tenant using the type field of if the type field is not populated used the populated value, be that Account or Contact.","Space Tenant"
"Record ID","Id","TTS_Success_Plans","Lookup()","","Success Plan"
"Owner","OwnerId","TTS_Success_Plans","Lookup(User,Group)","","Success Plan"
"Deleted","IsDeleted","TTS_Success_Plans","Checkbox","","Success Plan"
"Success Plan ID","Name","TTS_Success_Plans","Auto Number","","Success Plan"
"Created Date","CreatedDate","TTS_Success_Plans","Date/Time","","Success Plan"
"Created By","CreatedById","TTS_Success_Plans","Lookup(User)","","Success Plan"
"Last Modified Date","LastModifiedDate","TTS_Success_Plans","Date/Time","","Success Plan"
"Last Modified By","LastModifiedById","TTS_Success_Plans","Lookup(User)","","Success Plan"
"System Modstamp","SystemModstamp","TTS_Success_Plans","Date/Time","","Success Plan"
"Last Viewed Date","LastViewedDate","TTS_Success_Plans","Date/Time","","Success Plan"
"Last Referenced Date","LastReferencedDate","TTS_Success_Plans","Date/Time","","Success Plan"
"Object Access Level","UserRecordAccessId","TTS_Success_Plans","Lookup(User Record Access)","","Success Plan"
"Object","Object__c","TTS_Success_Plans","Text(90)","","Success Plan"
"Title","Title__c","TTS_Success_Plans","Text(255)","","Success Plan"
"Record ID","Id","TTS_Technology","Lookup()","","Technology"
"Owner","OwnerId","TTS_Technology","Lookup(User,Group)","","Technology"
"Deleted","IsDeleted","TTS_Technology","Checkbox","","Technology"
"Technology ID","Name","TTS_Technology","Auto Number","","Technology"
"Created Date","CreatedDate","TTS_Technology","Date/Time","","Technology"
"Created By","CreatedById","TTS_Technology","Lookup(User)","","Technology"
"Last Modified Date","LastModifiedDate","TTS_Technology","Date/Time","","Technology"
"Last Modified By","LastModifiedById","TTS_Technology","Lookup(User)","","Technology"
"System Modstamp","SystemModstamp","TTS_Technology","Date/Time","","Technology"
"Last Activity Date","LastActivityDate","TTS_Technology","Date","","Technology"
"Last Viewed Date","LastViewedDate","TTS_Technology","Date/Time","","Technology"
"Last Referenced Date","LastReferencedDate","TTS_Technology","Date/Time","","Technology"
"Object Access Level","UserRecordAccessId","TTS_Technology","Lookup(User Record Access)","","Technology"
"Category","IP_Category__c","TTS_Technology","Picklist","","Technology"
"Market Potential","IP_Commercial_Market__c","TTS_Technology","Long Text Area(32768)","","Technology"
"Disclosure Date","IP_Disclosure_Date__c","TTS_Technology","Date","Date which the initial disclosure of IP was disclosed/created.","Technology"
"Experimental Verification Detail","IP_Experimental_Verification_Detail__c","TTS_Technology","Long Text Area(130000)","","Technology"
"Experimental Verification Complete","IP_Experimental_Verification__c","TTS_Technology","Checkbox","Confirms that experimental verification has taken place to verify the IP","Technology"
"External Reference","IP_External_Reference__c","TTS_Technology","Text(255)  (External ID) (Unique Case Insensitive)","","Technology"
"Future Publications","IP_Future_Publications__c","TTS_Technology","Long Text Area(32768)","","Technology"
"Known Limitations","IP_Known_Limitations__c","TTS_Technology","Long Text Area(32768)","","Technology"
"Known Risks","IP_Known_Risks__c","TTS_Technology","Long Text Area(32768)","","Technology"
"Known Variations","IP_Known_Variations__c","TTS_Technology","Long Text Area(32768)","","Technology"
"Materials Detail","IP_Materials__c","TTS_Technology","Long Text Area(32768)","","Technology"
"Novelty/Newness","IP_Novelty__c","TTS_Technology","Long Text Area(32768)","","Technology"
"Parent Technology","IP_ParentIP__c","TTS_Technology","Lookup(Technology)","","Technology"
"Principal Inventor (PI)","IP_Principal_Inventor_PI__c","TTS_Technology","Lookup(Contact)","","Technology"
"Prior Art","IP_Prior_Art__c","TTS_Technology","Checkbox","","Technology"
"Prior Art Details","IP_Prior_Art_detail__c","TTS_Technology","Long Text Area(130000)","","Technology"
"Public Disclosure Details","IP_Public_Disclosure_Details__c","TTS_Technology","Long Text Area(32768)","","Technology"
"Public Disclosure Date","IP_Public_Disclosure__c","TTS_Technology","Date","","Technology"
"Sponsored Program Detail","IP_Sponsored_Program_Detail__c","TTS_Technology","Long Text Area(32768)","","Technology"
"Sponsored Program","IP_Sponsored_Program__c","TTS_Technology","Checkbox","","Technology"
"Status","IP_Status__c","TTS_Technology","Picklist","","Technology"
"Technical Description","IP_Technical_Description__c","TTS_Technology","Long Text Area(130000)","","Technology"
"Technology Title","IP_Title__c","TTS_Technology","Text Area(255)","","Technology"
"Utility Details","IP_Utility__c","TTS_Technology","Long Text Area(130000)","","Technology"
"Non-Confidential Description","Non_Confidential_Description__c","TTS_Technology","Long Text Area(32768)","","Technology"
"Technology Readiness Level (TRL)","TRL__c","TTS_Technology","Picklist","","Technology"
"Trademark Classes","Trademark_Classes__c","TTS_Technology","Picklist (Multi-Select)","The Nice Classification (NCL), established by the Nice Agreement (1957), is an international classification of goods and services applied for the registration of marks.","Technology"
"Total Percentage Share","IP_Total_Percentage_Share__c","TTS_Technology","Roll-Up Summary (SUM Inventor)","This is used primarily for validation of the child contribution records to ensure that the overall share is not more than 100%","Technology"
"Total Primary Contributions","IP_Total_Primary_Contributions__c","TTS_Technology","Roll-Up Summary (COUNT Inventor)","This checks the number of child contributions records, marked as primary, is always 1 or 0. If this is greater than one a validation rule throws an error message.","Technology"
"Compact Title","IP_Compact_Title__c","TTS_Technology","Formula (Text)","","Technology"
"Record ID","Id","TTS_Space_Tenant_Contact","Lookup()","","Tenant Contact"
"Deleted","IsDeleted","TTS_Space_Tenant_Contact","Checkbox","","Tenant Contact"
"Tenant Contact ID","Name","TTS_Space_Tenant_Contact","Auto Number","","Tenant Contact"
"Created Date","CreatedDate","TTS_Space_Tenant_Contact","Date/Time","","Tenant Contact"
"Created By","CreatedById","TTS_Space_Tenant_Contact","Lookup(User)","","Tenant Contact"
"Last Modified Date","LastModifiedDate","TTS_Space_Tenant_Contact","Date/Time","","Tenant Contact"
"Last Modified By","LastModifiedById","TTS_Space_Tenant_Contact","Lookup(User)","","Tenant Contact"
"System Modstamp","SystemModstamp","TTS_Space_Tenant_Contact","Date/Time","","Tenant Contact"
"Last Activity Date","LastActivityDate","TTS_Space_Tenant_Contact","Date","","Tenant Contact"
"Last Viewed Date","LastViewedDate","TTS_Space_Tenant_Contact","Date/Time","","Tenant Contact"
"Last Referenced Date","LastReferencedDate","TTS_Space_Tenant_Contact","Date/Time","","Tenant Contact"
"Object Access Level","UserRecordAccessId","TTS_Space_Tenant_Contact","Lookup(User Record Access)","","Tenant Contact"
"Space Tenant","Space_Tenant__c","TTS_Space_Tenant_Contact","Master-Detail(Space Tenant)","","Tenant Contact"
"Contact","Contact__c","TTS_Space_Tenant_Contact","Lookup(Contact)","","Tenant Contact"
"End Date","End_Date__c","TTS_Space_Tenant_Contact","Date","","Tenant Contact"
"Is Current Contact","Is_Current_Contact__c","TTS_Space_Tenant_Contact","Checkbox","","Tenant Contact"
"Is Primary Contact","Is_Primary_Contact__c","TTS_Space_Tenant_Contact","Checkbox","","Tenant Contact"
"Start Date","Start_Date__c","TTS_Space_Tenant_Contact","Date","","Tenant Contact"
"Record ID","Id","TTS_Trademark_Classes","Lookup()","","Trademark Class"
"Owner","OwnerId","TTS_Trademark_Classes","Lookup(User,Group)","","Trademark Class"
"Deleted","IsDeleted","TTS_Trademark_Classes","Checkbox","","Trademark Class"
"Trademark Class","Name","TTS_Trademark_Classes","Text(80)","","Trademark Class"
"Created Date","CreatedDate","TTS_Trademark_Classes","Date/Time","","Trademark Class"
"Created By","CreatedById","TTS_Trademark_Classes","Lookup(User)","","Trademark Class"
"Last Modified Date","LastModifiedDate","TTS_Trademark_Classes","Date/Time","","Trademark Class"
"Last Modified By","LastModifiedById","TTS_Trademark_Classes","Lookup(User)","","Trademark Class"
"System Modstamp","SystemModstamp","TTS_Trademark_Classes","Date/Time","","Trademark Class"
"Last Viewed Date","LastViewedDate","TTS_Trademark_Classes","Date/Time","","Trademark Class"
"Last Referenced Date","LastReferencedDate","TTS_Trademark_Classes","Date/Time","","Trademark Class"
"Object Access Level","UserRecordAccessId","TTS_Trademark_Classes","Lookup(User Record Access)","","Trademark Class"
"Class Heading","Class_Heading__c","TTS_Trademark_Classes","Long Text Area(131072)","","Trademark Class"
"Class Number","Class_Number__c","TTS_Trademark_Classes","Text(255)","","Trademark Class"
"Record ID","Id","TTS_TrademarkIPAssociation","Lookup()","","Trademark Class Association"
"Deleted","IsDeleted","TTS_TrademarkIPAssociation","Checkbox","","Trademark Class Association"
"Trademark Class ID","Name","TTS_TrademarkIPAssociation","Auto Number","","Trademark Class Association"
"Created Date","CreatedDate","TTS_TrademarkIPAssociation","Date/Time","","Trademark Class Association"
"Created By","CreatedById","TTS_TrademarkIPAssociation","Lookup(User)","","Trademark Class Association"
"Last Modified Date","LastModifiedDate","TTS_TrademarkIPAssociation","Date/Time","","Trademark Class Association"
"Last Modified By","LastModifiedById","TTS_TrademarkIPAssociation","Lookup(User)","","Trademark Class Association"
"System Modstamp","SystemModstamp","TTS_TrademarkIPAssociation","Date/Time","","Trademark Class Association"
"Object Access Level","UserRecordAccessId","TTS_TrademarkIPAssociation","Lookup(User Record Access)","","Trademark Class Association"
"Trademark Classes","Trademark_Classes__c","TTS_TrademarkIPAssociation","Master-Detail(Trademark Class)","","Trademark Class Association"
"Protection","Protection__c","TTS_TrademarkIPAssociation","Lookup(Protection)","","Trademark Class Association"
"Record ID","Id","TTS_Transaction","Lookup()","","Transaction"
"Owner","OwnerId","TTS_Transaction","Lookup(User,Group)","","Transaction"
"Deleted","IsDeleted","TTS_Transaction","Checkbox","","Transaction"
"Transaction ID","Name","TTS_Transaction","Auto Number","","Transaction"
"Record Type","RecordTypeId","TTS_Transaction","Record Type","","Transaction"
"Created Date","CreatedDate","TTS_Transaction","Date/Time","","Transaction"
"Created By","CreatedById","TTS_Transaction","Lookup(User)","","Transaction"
"Last Modified Date","LastModifiedDate","TTS_Transaction","Date/Time","","Transaction"
"Last Modified By","LastModifiedById","TTS_Transaction","Lookup(User)","","Transaction"
"System Modstamp","SystemModstamp","TTS_Transaction","Date/Time","","Transaction"
"Last Activity Date","LastActivityDate","TTS_Transaction","Date","","Transaction"
"Last Viewed Date","LastViewedDate","TTS_Transaction","Date/Time","","Transaction"
"Last Referenced Date","LastReferencedDate","TTS_Transaction","Date/Time","","Transaction"
"Object Access Level","UserRecordAccessId","TTS_Transaction","Lookup(User Record Access)","","Transaction"
"Proposed Amount","Agreed_Amount__c","TTS_Transaction","Currency(16, 2)","","Transaction"
"Agreement Deliverable","Agreement_Deliverable__c","TTS_Transaction","Lookup(Agreement Deliverable)","","Transaction"
"Agreement Party","Agreement_Party__c","TTS_Transaction","Lookup(Agreement Party)","","Transaction"
"Agreement","Agreement__c","TTS_Transaction","Lookup(Agreement)","","Transaction"
"Campaign","Campaign__c","TTS_Transaction","Lookup(Campaign)","","Transaction"
"Direction","Direction__c","TTS_Transaction","Picklist","","Transaction"
"End Date/Time","End_Date_Time__c","TTS_Transaction","Date/Time","","Transaction"
"Actual Amount","IP_Actual_Amount__c","TTS_Transaction","Currency(16, 2)","","Transaction"
"Related Contract","IP_Contract__c","TTS_Transaction","Lookup(Contract)","","Transaction"
"Expected Payment Date","IP_Expected_Payment_Date__c","TTS_Transaction","Date/Time","","Transaction"
"External Payment Reference","IP_External_Payment_Reference__c","TTS_Transaction","Text(50)  (External ID)","","Transaction"
"Internal Payment Reference","IP_Internal_Payment_Reference__c","TTS_Transaction","Text(50)  (External ID)","","Transaction"
"Opportunity","IP_Opportunity__c","TTS_Transaction","Lookup(Opportunity)","","Transaction"
"Purchase Order","IP_Purchase_Order__c","TTS_Transaction","Text(50)  (External ID)","","Transaction"
"Technology","IP_Related_IP__c","TTS_Transaction","Lookup(Technology)","","Transaction"
"Transaction Date/Time","IP_Transaction_Date_Time__c","TTS_Transaction","Date/Time","","Transaction"
"Protection","Protection__c","TTS_Transaction","Lookup(Protection)","","Transaction"
"Recurrence Frequency","Recurrence_Frequency__c","TTS_Transaction","Picklist","","Transaction"
"Recurring","Recurring__c","TTS_Transaction","Checkbox","","Transaction"
"Space","Space__c","TTS_Transaction","Lookup(Space)","","Transaction"
